Transaction_ID,Customer_ID,Amount,Type,Method,Status,Fraud_Flag,Date
6142,1824,8784.99,Payment,UPI,Failed,0,2024-09-12 21:00:00
6143,2366,5318.84,Deposit,Card,Success,0,2024-09-12 22:00:00
6144,2156,6038.96,Deposit,UPI,Pending,0,2024-09-12 23:00:00
6145,2078,908.54,Transfer,NetBanking,Success,0,2024-09-13 00:00:00
6146,1060,3101.99,Withdrawal,Card,Success,0,2024-09-13 01:00:00
6147,2880,4273.09,Deposit,Card,Success,0,2024-09-13 02:00:00
6148,2543,4144.96,Deposit,Wallet,Failed,0,2024-09-13 03:00:00
6149,1271,7785.06,Payment,Wallet,Success,0,2024-09-13 04:00:00
6150,1245,2830.4,Payment,Wallet,Success,0,2024-09-13 05:00:00
6151,2199,1829.27,Payment,Card,Success,0,2024-09-13 06:00:00
6152,1627,5830.35,Deposit,Wallet,Success,0,2024-09-13 07:00:00
6153,2340,6154,Withdrawal,Card,Success,0,2024-09-13 08:00:00
6154,2806,1224.62,Deposit,Wallet,Success,0,2024-09-13 09:00:00
6155,1704,34.66,Deposit,UPI,Success,0,2024-09-13 10:00:00
6156,1661,9177.31,Withdrawal,Wallet,Success,0,2024-09-13 11:00:00
6157,2154,805.57,Deposit,NetBanking,Success,0,2024-09-13 12:00:00
6158,2125,8979.69,Deposit,Wallet,Success,0,2024-09-13 13:00:00
6159,1309,3998.16,Withdrawal,Card,Success,0,2024-09-13 14:00:00
6160,2805,6534.03,Deposit,NetBanking,Success,0,2024-09-13 15:00:00
6161,2315,1864.29,Transfer,NetBanking,Failed,0,2024-09-13 16:00:00
6162,2745,8240.93,Transfer,Card,Success,0,2024-09-13 17:00:00
6163,1494,1810.13,Payment,NetBanking,Success,0,2024-09-13 18:00:00
6164,2384,3871.23,Deposit,NetBanking,Success,0,2024-09-13 19:00:00
6165,1337,2387.88,Withdrawal,NetBanking,Success,0,2024-09-13 20:00:00
6166,1578,8376.68,Withdrawal,Wallet,Success,0,2024-09-13 21:00:00
6167,1009,8584.77,Transfer,NetBanking,Success,0,2024-09-13 22:00:00
6168,1048,3726.57,Payment,UPI,Success,1,2024-09-13 23:00:00
6169,2510,3080.71,Deposit,UPI,Success,0,2024-09-14 00:00:00
6170,1622,7737.92,Withdrawal,Wallet,Failed,0,2024-09-14 01:00:00
6171,2344,8786.33,Withdrawal,Wallet,Success,1,2024-09-14 02:00:00
6172,1730,6243.96,Deposit,UPI,Success,0,2024-09-14 03:00:00
6173,2592,9274.76,Payment,NetBanking,Success,0,2024-09-14 04:00:00
6174,1794,3836.61,Transfer,UPI,Success,0,2024-09-14 05:00:00
6175,1970,1527.35,Deposit,Card,Success,0,2024-09-14 06:00:00
6176,2648,1804.63,Deposit,NetBanking,Success,0,2024-09-14 07:00:00
6177,1132,6701.62,Deposit,UPI,Failed,0,2024-09-14 08:00:00
6178,2606,4081.19,Transfer,UPI,Pending,0,2024-09-14 09:00:00
6179,1082,1571.58,Withdrawal,NetBanking,Success,0,2024-09-14 10:00:00
6180,1056,2929.35,Deposit,NetBanking,Success,0,2024-09-14 11:00:00
6181,1375,5310.74,Deposit,NetBanking,Failed,0,2024-09-14 12:00:00
6182,1348,1223.24,Deposit,Wallet,Success,0,2024-09-14 13:00:00
6183,1270,44.39,Deposit,Card,Success,0,2024-09-14 14:00:00
6184,2506,9173.81,Payment,Wallet,Success,0,2024-09-14 15:00:00
6185,1110,3055.56,Payment,UPI,Success,0,2024-09-14 16:00:00
6186,1868,2222.77,Payment,Card,Success,0,2024-09-14 17:00:00
6187,1886,6987.82,Withdrawal,Wallet,Success,0,2024-09-14 18:00:00
6188,1075,8535.49,Deposit,UPI,Success,0,2024-09-14 19:00:00
6189,2181,6326.46,Deposit,NetBanking,Success,0,2024-09-14 20:00:00
6190,2555,2552.28,Deposit,UPI,Success,0,2024-09-14 21:00:00
6191,2956,8617.75,Deposit,NetBanking,Success,0,2024-09-14 22:00:00
6192,2666,5109.17,Transfer,Wallet,Success,0,2024-09-14 23:00:00
6193,1328,3818.1,Transfer,UPI,Success,0,2024-09-15 00:00:00
6194,1121,6051.21,Transfer,Card,Success,0,2024-09-15 01:00:00
6195,1040,7009.12,Deposit,UPI,Success,0,2024-09-15 02:00:00
6196,2190,5942.36,Transfer,NetBanking,Failed,0,2024-09-15 03:00:00
6197,1921,9203.25,Transfer,Wallet,Success,0,2024-09-15 04:00:00
6198,1641,6283.9,Withdrawal,Card,Success,0,2024-09-15 05:00:00
6199,2046,8787.02,Withdrawal,Card,Success,0,2024-09-15 06:00:00
6200,1278,5873.71,Transfer,Wallet,Success,0,2024-09-15 07:00:00
6201,1762,3303.5,Transfer,Wallet,Success,0,2024-09-15 08:00:00
6202,1468,5327.65,Withdrawal,UPI,Success,0,2024-09-15 09:00:00
6203,2423,872.5,Transfer,UPI,Success,0,2024-09-15 10:00:00
6204,1008,2309.44,Deposit,Card,Success,0,2024-09-15 11:00:00
6205,1012,7664.65,Transfer,UPI,Pending,1,2024-09-15 12:00:00
6206,1923,6618.14,Deposit,NetBanking,Success,0,2024-09-15 13:00:00
6207,1922,1673.52,Transfer,NetBanking,Success,0,2024-09-15 14:00:00
6208,2842,4385.77,Payment,UPI,Success,0,2024-09-15 15:00:00
6209,2855,1428.5,Transfer,Card,Success,0,2024-09-15 16:00:00
6210,2075,8559.62,Payment,UPI,Success,0,2024-09-15 17:00:00
6211,2232,1100.61,Transfer,Wallet,Failed,0,2024-09-15 18:00:00
6212,2573,6545.81,Transfer,Wallet,Success,0,2024-09-15 19:00:00
6213,2635,6073.93,Deposit,Card,Success,0,2024-09-15 20:00:00
6214,2728,4733.04,Withdrawal,Card,Success,0,2024-09-15 21:00:00
6215,2425,2789.56,Withdrawal,Wallet,Success,0,2024-09-15 22:00:00
6216,2214,4045.53,Deposit,Wallet,Success,0,2024-09-15 23:00:00
6217,2074,8065.85,Withdrawal,NetBanking,Success,0,2024-09-16 00:00:00
6218,2416,7617.89,Payment,UPI,Success,0,2024-09-16 01:00:00
6219,1652,7390.7,Payment,Card,Failed,0,2024-09-16 02:00:00
6220,2703,7500.74,Transfer,Wallet,Success,0,2024-09-16 03:00:00
6221,2846,1447.42,Payment,Card,Pending,0,2024-09-16 04:00:00
6222,1620,999.97,Withdrawal,Wallet,Failed,0,2024-09-16 05:00:00
6223,2742,8616.37,Payment,Card,Success,0,2024-09-16 06:00:00
6224,2962,8373.37,Transfer,Card,Success,0,2024-09-16 07:00:00
6225,2323,6816.37,Payment,NetBanking,Success,0,2024-09-16 08:00:00
6226,2645,6063,Withdrawal,NetBanking,Success,0,2024-09-16 09:00:00
6227,1195,3675.05,Deposit,NetBanking,Success,0,2024-09-16 10:00:00
6228,1416,2248.59,Transfer,NetBanking,Success,0,2024-09-16 11:00:00
6229,1663,6679.89,Deposit,NetBanking,Pending,0,2024-09-16 12:00:00
6230,2443,9131.22,Payment,Wallet,Failed,0,2024-09-16 13:00:00
6231,2778,4375.6,Transfer,UPI,Success,0,2024-09-16 14:00:00
6232,2663,3039.09,Transfer,Wallet,Failed,0,2024-09-16 15:00:00
6233,2640,2714.71,Payment,UPI,Success,0,2024-09-16 16:00:00
6234,2545,246.82,Transfer,NetBanking,Success,0,2024-09-16 17:00:00
6235,2379,5207.96,Payment,Card,Success,0,2024-09-16 18:00:00
6236,1147,9882.48,Deposit,Card,Success,0,2024-09-16 19:00:00
6237,2000,8154.22,Deposit,UPI,Success,0,2024-09-16 20:00:00
6238,2388,8975.77,Withdrawal,UPI,Success,1,2024-09-16 21:00:00
6239,1363,6215.43,Withdrawal,Wallet,Success,0,2024-09-16 22:00:00
6240,2994,4819.65,Payment,UPI,Success,0,2024-09-16 23:00:00
6241,2675,9904.67,Payment,Wallet,Success,0,2024-09-17 00:00:00
6242,2725,4477.15,Deposit,NetBanking,Success,0,2024-09-17 01:00:00
6243,1401,9169.14,Transfer,Card,Success,0,2024-09-17 02:00:00
6244,1605,7620.83,Payment,Card,Success,0,2024-09-17 03:00:00
6245,2515,3316.47,Transfer,Wallet,Failed,0,2024-09-17 04:00:00
6246,1228,5035.59,Withdrawal,UPI,Success,0,2024-09-17 05:00:00
6247,2598,3849.45,Deposit,Wallet,Success,0,2024-09-17 06:00:00
6248,2875,1370.87,Payment,UPI,Success,0,2024-09-17 07:00:00
6249,1536,3574.1,Withdrawal,UPI,Success,0,2024-09-17 08:00:00
6250,1267,8890.84,Payment,UPI,Success,0,2024-09-17 09:00:00
6251,2428,7528.83,Withdrawal,Wallet,Success,0,2024-09-17 10:00:00
6252,2816,2783.03,Deposit,NetBanking,Success,0,2024-09-17 11:00:00
6253,2034,3685.45,Payment,Card,Success,0,2024-09-17 12:00:00
6254,2343,6168.17,Payment,Wallet,Success,0,2024-09-17 13:00:00
6255,2736,4167.24,Transfer,NetBanking,Success,0,2024-09-17 14:00:00
6256,1125,5035.41,Transfer,Card,Success,0,2024-09-17 15:00:00
6257,1305,6984.7,Payment,Wallet,Success,1,2024-09-17 16:00:00
6258,2725,4677.84,Deposit,Wallet,Success,0,2024-09-17 17:00:00
6259,2534,1917.79,Transfer,NetBanking,Success,1,2024-09-17 18:00:00
6260,2112,5210.53,Payment,Wallet,Success,0,2024-09-17 19:00:00
6261,2378,3567.62,Payment,Card,Success,0,2024-09-17 20:00:00
6262,1627,2914.43,Withdrawal,NetBanking,Success,0,2024-09-17 21:00:00
6263,2375,3287.8,Deposit,Wallet,Success,0,2024-09-17 22:00:00
6264,1688,4395.63,Transfer,Card,Success,0,2024-09-17 23:00:00
6265,2037,8867.27,Transfer,Wallet,Failed,0,2024-09-18 00:00:00
6266,2280,7343.23,Withdrawal,NetBanking,Success,0,2024-09-18 01:00:00
6267,2232,6682.14,Payment,Wallet,Success,0,2024-09-18 02:00:00
6268,1280,4717.89,Transfer,Card,Success,0,2024-09-18 03:00:00
6269,1442,28.28,Payment,UPI,Success,0,2024-09-18 04:00:00
6270,2863,3412.1,Transfer,Wallet,Success,0,2024-09-18 05:00:00
6271,1836,8133.79,Transfer,Wallet,Failed,0,2024-09-18 06:00:00
6272,1388,3887.83,Payment,Card,Pending,0,2024-09-18 07:00:00
6273,1616,5642.55,Payment,Card,Failed,0,2024-09-18 08:00:00
6274,2506,2055.35,Transfer,NetBanking,Success,0,2024-09-18 09:00:00
6275,1146,9159.42,Withdrawal,UPI,Success,0,2024-09-18 10:00:00
6276,2302,9232.47,Withdrawal,NetBanking,Success,0,2024-09-18 11:00:00
6277,1520,1469.24,Withdrawal,Card,Failed,0,2024-09-18 12:00:00
6278,1629,7244.35,Withdrawal,Card,Success,0,2024-09-18 13:00:00
6279,2629,761.63,Withdrawal,Card,Success,0,2024-09-18 14:00:00
6280,1433,5989.49,Payment,Card,Success,0,2024-09-18 15:00:00
6281,1143,1794.75,Transfer,NetBanking,Success,0,2024-09-18 16:00:00
6282,1288,1465.6,Withdrawal,UPI,Success,0,2024-09-18 17:00:00
6283,2409,51.16,Deposit,Card,Failed,0,2024-09-18 18:00:00
6284,1013,9409.16,Transfer,NetBanking,Failed,0,2024-09-18 19:00:00
6285,1256,8294.23,Deposit,NetBanking,Success,0,2024-09-18 20:00:00
6286,2369,783.98,Payment,NetBanking,Success,0,2024-09-18 21:00:00
6287,2721,5997.76,Transfer,NetBanking,Failed,0,2024-09-18 22:00:00
6288,2368,2336.65,Payment,NetBanking,Success,0,2024-09-18 23:00:00
6289,2423,2647.52,Deposit,Card,Success,0,2024-09-19 00:00:00
6290,2230,8742.96,Transfer,Card,Success,1,2024-09-19 01:00:00
6291,1857,1152.11,Transfer,UPI,Success,0,2024-09-19 02:00:00
6292,1942,6018.89,Payment,UPI,Success,0,2024-09-19 03:00:00
6293,2195,4018.54,Transfer,UPI,Success,0,2024-09-19 04:00:00
6294,1463,1916.1,Deposit,UPI,Success,0,2024-09-19 05:00:00
6295,1269,4524.66,Payment,Wallet,Success,0,2024-09-19 06:00:00
6296,2244,9405.49,Deposit,NetBanking,Success,0,2024-09-19 07:00:00
6297,2175,7818.28,Transfer,NetBanking,Success,0,2024-09-19 08:00:00
6298,1622,1329.79,Deposit,NetBanking,Failed,0,2024-09-19 09:00:00
6299,2206,8495.8,Transfer,Wallet,Success,0,2024-09-19 10:00:00
6300,2422,9375.03,Deposit,NetBanking,Success,0,2024-09-19 11:00:00
6301,2874,2776.87,Deposit,NetBanking,Success,0,2024-09-19 12:00:00
6302,1071,3340.86,Withdrawal,NetBanking,Pending,0,2024-09-19 13:00:00
6303,2441,1271.84,Transfer,NetBanking,Success,0,2024-09-19 14:00:00
6304,2921,3455.95,Withdrawal,NetBanking,Success,0,2024-09-19 15:00:00
6305,2306,6734.68,Withdrawal,UPI,Success,0,2024-09-19 16:00:00
6306,1073,2728.83,Payment,Wallet,Success,0,2024-09-19 17:00:00
6307,1354,78.18,Payment,Card,Success,0,2024-09-19 18:00:00
6308,2750,3392.06,Deposit,UPI,Success,1,2024-09-19 19:00:00
6309,1496,4537.21,Transfer,Wallet,Success,1,2024-09-19 20:00:00
6310,2351,5667.9,Payment,NetBanking,Success,0,2024-09-19 21:00:00
6311,1987,6841.41,Withdrawal,Wallet,Success,0,2024-09-19 22:00:00
6312,2558,627.23,Transfer,NetBanking,Success,0,2024-09-19 23:00:00
6313,1579,4702.82,Deposit,NetBanking,Success,0,2024-09-20 00:00:00
6314,1909,2670.96,Deposit,Wallet,Success,1,2024-09-20 01:00:00
6315,2470,9480.22,Payment,Card,Success,0,2024-09-20 02:00:00
6316,1372,3605.39,Payment,NetBanking,Success,1,2024-09-20 03:00:00
6317,1361,1010.24,Payment,NetBanking,Success,0,2024-09-20 04:00:00
6318,1092,424.5,Deposit,UPI,Success,0,2024-09-20 05:00:00
6319,2344,2661.4,Withdrawal,Wallet,Success,0,2024-09-20 06:00:00
6320,1323,1797,Payment,Wallet,Success,0,2024-09-20 07:00:00
6321,1383,6501.5,Deposit,Wallet,Success,0,2024-09-20 08:00:00
6322,1574,8471.2,Transfer,UPI,Success,0,2024-09-20 09:00:00
6323,1735,3132.46,Deposit,Wallet,Success,0,2024-09-20 10:00:00
6324,1736,5782.14,Transfer,Wallet,Failed,0,2024-09-20 11:00:00
6325,2904,7305.75,Transfer,NetBanking,Success,0,2024-09-20 12:00:00
6326,1345,3990.89,Withdrawal,Card,Pending,0,2024-09-20 13:00:00
6327,2872,672.59,Payment,Card,Success,0,2024-09-20 14:00:00
6328,2126,2299.56,Transfer,UPI,Success,0,2024-09-20 15:00:00
6329,2238,8831.83,Payment,Wallet,Success,0,2024-09-20 16:00:00
6330,2215,8246.56,Deposit,UPI,Success,0,2024-09-20 17:00:00
6331,2695,874.46,Payment,Card,Success,0,2024-09-20 18:00:00
6332,2907,2247.25,Deposit,UPI,Success,0,2024-09-20 19:00:00
6333,1718,7693.96,Transfer,NetBanking,Failed,0,2024-09-20 20:00:00
6334,1780,4864.12,Withdrawal,NetBanking,Success,0,2024-09-20 21:00:00
6335,2019,7602.07,Transfer,NetBanking,Failed,0,2024-09-20 22:00:00
6336,2217,2118.81,Deposit,Wallet,Success,1,2024-09-20 23:00:00
6337,2403,9527.45,Transfer,NetBanking,Success,0,2024-09-21 00:00:00
6338,2426,7838.24,Withdrawal,UPI,Success,0,2024-09-21 01:00:00
6339,1663,1982.55,Payment,NetBanking,Success,0,2024-09-21 02:00:00
6340,2772,5588.91,Deposit,Wallet,Success,0,2024-09-21 03:00:00
6341,1599,1139.84,Payment,NetBanking,Success,0,2024-09-21 04:00:00
6342,1010,3620.73,Withdrawal,NetBanking,Success,0,2024-09-21 05:00:00
6343,1186,6599.62,Transfer,Wallet,Success,0,2024-09-21 06:00:00
6344,1725,3307.98,Withdrawal,Wallet,Success,0,2024-09-21 07:00:00
6345,2038,6571.02,Deposit,NetBanking,Success,0,2024-09-21 08:00:00
6346,1777,2455.35,Deposit,Card,Pending,0,2024-09-21 09:00:00
6347,2320,7214.86,Transfer,NetBanking,Success,0,2024-09-21 10:00:00
6348,1410,3602.3,Deposit,UPI,Success,0,2024-09-21 11:00:00
6349,1955,7906.91,Withdrawal,Wallet,Pending,0,2024-09-21 12:00:00
6350,1584,1375.53,Deposit,NetBanking,Success,0,2024-09-21 13:00:00
6351,2075,3626.16,Payment,Card,Success,0,2024-09-21 14:00:00
6352,2663,4644.69,Withdrawal,NetBanking,Success,0,2024-09-21 15:00:00
6353,2051,4244.22,Withdrawal,UPI,Success,0,2024-09-21 16:00:00
6354,1576,4336.61,Deposit,Wallet,Failed,0,2024-09-21 17:00:00
6355,2040,4453.59,Transfer,UPI,Success,0,2024-09-21 18:00:00
6356,2374,9888.15,Transfer,Card,Success,0,2024-09-21 19:00:00
6357,2451,1939.64,Transfer,UPI,Success,1,2024-09-21 20:00:00
6358,2673,7688.95,Deposit,UPI,Success,0,2024-09-21 21:00:00
6359,2854,5522.37,Deposit,Wallet,Success,0,2024-09-21 22:00:00
6360,2252,4142.15,Deposit,UPI,Success,0,2024-09-21 23:00:00
6361,2789,6338.95,Withdrawal,Card,Success,0,2024-09-22 00:00:00
6362,1988,8536.78,Withdrawal,Card,Success,0,2024-09-22 01:00:00
6363,2233,4671.72,Deposit,Wallet,Success,0,2024-09-22 02:00:00
6364,2454,8649.37,Transfer,Card,Pending,0,2024-09-22 03:00:00
6365,2317,947.05,Payment,Card,Success,0,2024-09-22 04:00:00
6366,1742,6534.31,Transfer,Card,Success,0,2024-09-22 05:00:00
6367,2776,3338.47,Withdrawal,Card,Success,1,2024-09-22 06:00:00
6368,2605,3873.29,Withdrawal,Card,Success,0,2024-09-22 07:00:00
6369,2127,5714.49,Transfer,Card,Success,0,2024-09-22 08:00:00
6370,1203,4804.37,Transfer,Card,Success,0,2024-09-22 09:00:00
6371,2076,3823.98,Withdrawal,NetBanking,Success,0,2024-09-22 10:00:00
6372,1973,3090.15,Withdrawal,Card,Success,0,2024-09-22 11:00:00
6373,1939,6186.97,Deposit,Wallet,Success,0,2024-09-22 12:00:00
6374,2398,5060.74,Payment,NetBanking,Success,0,2024-09-22 13:00:00
6375,2865,3239.86,Deposit,Card,Success,0,2024-09-22 14:00:00
6376,2077,2057.56,Deposit,Card,Success,0,2024-09-22 15:00:00
6377,2299,7746.94,Transfer,Wallet,Success,0,2024-09-22 16:00:00
6378,2358,7999.15,Transfer,Card,Success,0,2024-09-22 17:00:00
6379,2054,2145.74,Payment,NetBanking,Success,0,2024-09-22 18:00:00
6380,2158,2623.87,Deposit,NetBanking,Failed,0,2024-09-22 19:00:00
6381,2081,2399.04,Deposit,Wallet,Pending,0,2024-09-22 20:00:00
6382,1104,8846.85,Withdrawal,Card,Success,0,2024-09-22 21:00:00
6383,2289,7743.56,Withdrawal,Wallet,Success,0,2024-09-22 22:00:00
6384,2545,754.99,Payment,Card,Success,0,2024-09-22 23:00:00
6385,2519,8328.33,Transfer,NetBanking,Success,0,2024-09-23 00:00:00
6386,1252,378.15,Withdrawal,Card,Success,0,2024-09-23 01:00:00
6387,1294,2539.47,Payment,Card,Success,0,2024-09-23 02:00:00
6388,1667,9190.72,Deposit,NetBanking,Success,0,2024-09-23 03:00:00
6389,2181,8644.67,Payment,NetBanking,Success,0,2024-09-23 04:00:00
6390,1548,7816.53,Payment,NetBanking,Failed,0,2024-09-23 05:00:00
6391,1630,4580.9,Withdrawal,Card,Success,0,2024-09-23 06:00:00
6392,2090,3220.93,Withdrawal,Wallet,Success,0,2024-09-23 07:00:00
6393,2777,8816.64,Deposit,NetBanking,Success,1,2024-09-23 08:00:00
6394,1298,6574.17,Deposit,Card,Success,0,2024-09-23 09:00:00
6395,2486,2962.13,Deposit,Wallet,Success,0,2024-09-23 10:00:00
6396,2748,4637.33,Payment,UPI,Success,0,2024-09-23 11:00:00
6397,2843,8816.19,Payment,UPI,Success,0,2024-09-23 12:00:00
6398,1100,9035.52,Withdrawal,Card,Success,0,2024-09-23 13:00:00
6399,2079,6596.43,Deposit,Card,Success,0,2024-09-23 14:00:00
6400,1331,7328.23,Withdrawal,NetBanking,Success,0,2024-09-23 15:00:00
6401,1835,402.59,Deposit,Card,Success,0,2024-09-23 16:00:00
6402,2774,6049.96,Deposit,Wallet,Pending,0,2024-09-23 17:00:00
6403,1392,6893.04,Withdrawal,Card,Success,0,2024-09-23 18:00:00
6404,2766,213.57,Withdrawal,Wallet,Success,0,2024-09-23 19:00:00
6405,1873,8440.15,Withdrawal,Wallet,Success,0,2024-09-23 20:00:00
6406,1380,9283.57,Deposit,NetBanking,Success,0,2024-09-23 21:00:00
6407,1091,2386.99,Payment,Wallet,Pending,0,2024-09-23 22:00:00
6408,2814,8459.5,Withdrawal,Card,Success,0,2024-09-23 23:00:00
6409,1446,6658.47,Withdrawal,Wallet,Success,0,2024-09-24 00:00:00
6410,1108,5811.15,Payment,UPI,Success,0,2024-09-24 01:00:00
6411,1316,8432.83,Payment,Wallet,Success,0,2024-09-24 02:00:00
6412,2191,2863.25,Transfer,Card,Success,0,2024-09-24 03:00:00
6413,2835,7910.65,Withdrawal,NetBanking,Success,0,2024-09-24 04:00:00
6414,2943,3152.06,Transfer,Card,Success,0,2024-09-24 05:00:00
6415,2458,7876.69,Transfer,Card,Success,0,2024-09-24 06:00:00
6416,1441,4516.03,Payment,Card,Success,0,2024-09-24 07:00:00
6417,1217,1178.29,Deposit,UPI,Pending,1,2024-09-24 08:00:00
6418,2245,3821.38,Deposit,NetBanking,Pending,0,2024-09-24 09:00:00
6419,1672,2342.6,Payment,UPI,Success,0,2024-09-24 10:00:00
6420,2551,1014.31,Transfer,Wallet,Success,0,2024-09-24 11:00:00
6421,1277,1111.77,Transfer,Wallet,Success,0,2024-09-24 12:00:00
6422,2008,7802.91,Transfer,UPI,Success,0,2024-09-24 13:00:00
6423,1568,8815.16,Transfer,NetBanking,Success,0,2024-09-24 14:00:00
6424,2597,9272.02,Withdrawal,Wallet,Success,0,2024-09-24 15:00:00
6425,2009,8540.92,Transfer,NetBanking,Success,0,2024-09-24 16:00:00
6426,1874,8303.94,Payment,UPI,Failed,0,2024-09-24 17:00:00
6427,1465,697.67,Transfer,Wallet,Success,1,2024-09-24 18:00:00
6428,1838,7903.33,Transfer,UPI,Success,0,2024-09-24 19:00:00
6429,1753,7834.99,Payment,Wallet,Success,0,2024-09-24 20:00:00
6430,2625,1321.59,Transfer,Card,Failed,0,2024-09-24 21:00:00
6431,2607,6623.47,Deposit,NetBanking,Success,0,2024-09-24 22:00:00
6432,1837,4530.55,Payment,UPI,Success,0,2024-09-24 23:00:00
6433,1029,9001.14,Withdrawal,Card,Success,0,2024-09-25 00:00:00
6434,1358,6957.13,Withdrawal,UPI,Success,0,2024-09-25 01:00:00
6435,2942,9510.37,Payment,UPI,Success,1,2024-09-25 02:00:00
6436,2311,1058.18,Withdrawal,NetBanking,Success,0,2024-09-25 03:00:00
6437,1085,415.67,Withdrawal,UPI,Success,0,2024-09-25 04:00:00
6438,2257,9736.06,Withdrawal,NetBanking,Success,0,2024-09-25 05:00:00
6439,1746,811.12,Payment,UPI,Success,0,2024-09-25 06:00:00
6440,1312,3868.1,Transfer,Wallet,Pending,0,2024-09-25 07:00:00
6441,1364,6503.21,Withdrawal,Card,Success,0,2024-09-25 08:00:00
6442,2800,8801.77,Deposit,Wallet,Success,0,2024-09-25 09:00:00
6443,2822,2553.23,Transfer,NetBanking,Failed,0,2024-09-25 10:00:00
6444,2862,300.29,Transfer,NetBanking,Failed,0,2024-09-25 11:00:00
6445,1904,5217.66,Withdrawal,Card,Success,0,2024-09-25 12:00:00
6446,2292,4716.41,Withdrawal,NetBanking,Success,0,2024-09-25 13:00:00
6447,1697,3075.86,Transfer,Wallet,Failed,0,2024-09-25 14:00:00
6448,1130,8740.25,Withdrawal,Card,Success,1,2024-09-25 15:00:00
6449,1802,7495.73,Payment,NetBanking,Success,0,2024-09-25 16:00:00
6450,1788,8582.58,Payment,NetBanking,Failed,0,2024-09-25 17:00:00
6451,2855,1626.47,Withdrawal,NetBanking,Success,0,2024-09-25 18:00:00
6452,1350,6927.2,Transfer,NetBanking,Success,0,2024-09-25 19:00:00
6453,1179,9751.27,Withdrawal,UPI,Success,0,2024-09-25 20:00:00
6454,2825,6123.02,Deposit,UPI,Success,0,2024-09-25 21:00:00
6455,2503,1721.93,Payment,UPI,Success,0,2024-09-25 22:00:00
6456,2912,9957.85,Transfer,NetBanking,Success,0,2024-09-25 23:00:00
6457,2186,5287.95,Deposit,UPI,Success,0,2024-09-26 00:00:00
6458,2806,8402.19,Withdrawal,NetBanking,Failed,0,2024-09-26 01:00:00
6459,2911,1502.12,Payment,Wallet,Failed,0,2024-09-26 02:00:00
6460,2119,6664.3,Deposit,NetBanking,Pending,0,2024-09-26 03:00:00
6461,1773,9127.05,Transfer,Card,Success,0,2024-09-26 04:00:00
6462,1509,5324.86,Payment,Card,Success,0,2024-09-26 05:00:00
6463,1364,2893.71,Withdrawal,Card,Success,0,2024-09-26 06:00:00
6464,1980,1282.94,Withdrawal,NetBanking,Success,0,2024-09-26 07:00:00
6465,1352,2966.49,Payment,Card,Success,0,2024-09-26 08:00:00
6466,1799,3555.29,Deposit,Card,Pending,0,2024-09-26 09:00:00
6467,2459,7102.45,Payment,NetBanking,Success,0,2024-09-26 10:00:00
6468,2106,1794.43,Payment,NetBanking,Success,0,2024-09-26 11:00:00
6469,2248,1069.99,Payment,UPI,Success,0,2024-09-26 12:00:00
6470,1411,3875.53,Deposit,NetBanking,Success,0,2024-09-26 13:00:00
6471,1734,4591.95,Payment,UPI,Success,0,2024-09-26 14:00:00
6472,1980,6287.57,Transfer,NetBanking,Success,1,2024-09-26 15:00:00
6473,1117,7078.24,Withdrawal,Wallet,Success,0,2024-09-26 16:00:00
6474,1481,8893.88,Deposit,Card,Success,0,2024-09-26 17:00:00
6475,1191,2896.65,Transfer,Wallet,Success,0,2024-09-26 18:00:00
6476,1590,5290.79,Payment,NetBanking,Success,0,2024-09-26 19:00:00
6477,1589,3666.75,Transfer,Wallet,Success,0,2024-09-26 20:00:00
6478,1658,24.2,Deposit,UPI,Success,0,2024-09-26 21:00:00
6479,1106,5798.52,Withdrawal,NetBanking,Pending,0,2024-09-26 22:00:00
6480,1381,8159.8,Deposit,NetBanking,Success,0,2024-09-26 23:00:00
6481,1782,374.03,Payment,Wallet,Success,0,2024-09-27 00:00:00
6482,1389,44.88,Payment,Card,Success,0,2024-09-27 01:00:00
6483,1243,7280.91,Withdrawal,NetBanking,Success,0,2024-09-27 02:00:00
6484,1584,6841.76,Deposit,Card,Success,0,2024-09-27 03:00:00
6485,1868,4064.46,Deposit,Wallet,Success,0,2024-09-27 04:00:00
6486,1467,6619.43,Deposit,Wallet,Failed,0,2024-09-27 05:00:00
6487,1865,9534.33,Transfer,Wallet,Success,0,2024-09-27 06:00:00
6488,1933,2486.15,Withdrawal,UPI,Success,0,2024-09-27 07:00:00
6489,2561,2466.81,Deposit,NetBanking,Success,0,2024-09-27 08:00:00
6490,2233,1870.46,Withdrawal,Wallet,Success,1,2024-09-27 09:00:00
6491,1603,7242.63,Transfer,Wallet,Success,0,2024-09-27 10:00:00
6492,2660,3538.36,Deposit,UPI,Success,0,2024-09-27 11:00:00
6493,2014,9887.04,Transfer,NetBanking,Success,0,2024-09-27 12:00:00
6494,2970,7149.34,Payment,Card,Success,0,2024-09-27 13:00:00
6495,2096,3680.1,Payment,NetBanking,Success,0,2024-09-27 14:00:00
6496,2658,1500.37,Payment,Wallet,Success,0,2024-09-27 15:00:00
6497,2332,5924.33,Withdrawal,Card,Success,0,2024-09-27 16:00:00
6498,2719,2956.08,Deposit,UPI,Failed,0,2024-09-27 17:00:00
6499,2722,9056.04,Deposit,UPI,Failed,0,2024-09-27 18:00:00
6500,2733,4419.63,Transfer,Wallet,Success,0,2024-09-27 19:00:00
